n_packs, n_bins, n_bins_used, cost, status, solver_running_time, real_running_time, time_limit_for_solver,
5,5,1,8,None,8.6000000010244548321e-05,0.00,None,
7,3,2,300,None,0.00012399999832268804312,0.00,None,
10,10,1,51,None,0.00010699999984353780746,0.00,None,
11,11,1,79,None,0.00014400000509340316057,0.00,None,
12,12,1,54,None,0.00012300000526010990143,0.00,None,
13,13,2,145,None,0.00011100000119768083096,0.00,None,
14,14,1,55,None,6.600000051548704505e-05,0.00,None,
15,15,2,106,None,0.00011100000119768083096,0.00,None,
16,16,2,130,None,0.00026199998683296144009,0.00,None,
17,17,2,105,None,0.00018200000340584665537,0.00,None,
18,18,2,121,None,0.00010900000052060931921,0.00,None,
19,19,2,129,None,0.00015599999460391700268,0.00,None,
20,20,3,188,None,0.00020300000323913991451,0.00,None,
21,21,2,120,None,0.00022200000239536166191,0.00,None,
22,22,3,171,None,0.00012300000526010990143,0.00,None,
23,23,2,147,None,0.00017299999308306723833,0.00,None,
24,24,3,181,None,0.00015399999392684549093,0.00,None,
25,25,4,237,None,0.00019000000611413270235,0.00,None,
26,26,3,161,None,0.0001510000001871958375,0.00,None,
27,27,3,180,None,0.00019599999359343200922,0.00,None,
28,28,3,158,None,0.00021199999901000410318,0.00,None,
29,29,3,186,None,0.00023999999393709003925,0.00,None,
30,30,3,182,None,0.00023200000578071922064,0.00,None,
31,31,4,215,None,0.00021600000036414712667,0.00,None,
32,32,3,187,None,0.00017899999511428177357,0.00,None,
33,33,3,178,None,0.0002039999963017180562,0.00,None,
34,34,3,182,None,0.00019399999291636049747,0.00,None,
35,35,4,237,None,0.00018899999849963933229,0.00,None,
36,36,5,345,None,0.00023200000578071922064,0.00,None,
37,37,3,163,None,0.00029200001154094934464,0.00,None,
38,38,4,260,None,0.00028899998869746923447,0.00,None,
39,39,4,229,None,0.0002229999954579398036,0.00,None,
40,40,4,236,None,0.00032600000849924981594,0.00,None,
41,41,4,251,None,0.00031500001205131411552,0.00,None,
42,42,7,412,None,0.0002579999854788184166,0.00,None,
43,43,4,243,None,0.00051400001393631100655,0.00,None,
44,44,5,356,None,0.00035799999022856354713,0.00,None,
45,45,4,239,None,0.00026000000070780515671,0.00,None,
46,46,5,301,None,0.00027899999986402690411,0.00,None,
47,47,5,284,None,0.00039400000241585075855,0.00,None,
48,48,5,287,None,0.00020599999697878956795,0.00,None,
49,49,5,275,None,0.0003549999964889138937,0.00,None,
50,50,5,314,None,0.00034800000139512121677,0.00,None,
51,51,5,291,None,0.00032900000223889946938,0.00,None,
52,52,6,358,None,0.00039800000376999378204,0.00,None,
53,53,6,404,None,0.00030099999275989830494,0.00,None,
54,54,5,278,None,0.00025599999935366213322,0.00,None,
90,90,10,591,None,0.00084300001617521047592,0.00,None,
120,120,13,701,None,0.00047599998652003705502,0.00,None,
150,150,14,770,None,0.00086600001668557524681,0.00,None,
180,180,17,965,None,0.0013099999632686376572,0.00,None,
210,210,19,1098,None,0.0015340000391006469727,0.00,None,
240,240,20,1161,None,0.0017729999963194131851,0.00,None,
270,270,23,1243,None,0.0021079999860376119614,0.00,None,
300,300,30,1817,None,0.0030380000825971364975,0.00,None,
330,330,33,1942,None,0.0030280000064522027969,0.00,None,
360,360,34,2052,None,0.0034729999024420976639,0.00,None,
550,550,48,2841,None,0.0089100003242492675781,0.01,None,
600,600,61,3633,None,0.010755999945104122162,0.01,None,
650,650,64,3775,None,0.012695999816060066223,0.02,None,
700,700,67,3835,None,0.0083429999649524688721,0.01,None,
750,750,69,4017,None,0.015644999220967292786,0.02,None,
800,800,76,4489,None,0.016227999702095985413,0.02,None,
850,850,76,4503,None,0.016874000430107116699,0.02,None,
900,900,78,4625,None,0.020405000075697898865,0.02,None,
950,950,89,5308,None,0.024310000240802764893,0.03,None,
10000,10000,922,53952,None,0.77707302570343017578,0.78,None,
1000,1000,94,5579,None,0.012353000231087207794,0.01,None,
2000,2000,188,11217,None,0.044289998710155487061,0.04,None,
3000,3000,273,16019,None,0.07407499849796295166,0.07,None,
4000,4000,371,21701,None,0.13544100522994995117,0.14,None,
5000,5000,465,27568,None,0.26405900716781616211,0.27,None,
6000,6000,556,32746,None,0.39895498752593994141,0.40,None,
7000,7000,653,38368,None,0.43544301390647888184,0.44,None,
8000,8000,740,43364,None,0.58399301767349243164,0.59,None,
9000,9000,839,49632,None,0.69769197702407836914,0.71,None,
