n_packs, n_bins, n_bins_used, cost, status, solver_running_time, real_running_time, time_limit_for_solver,
100,100,,,NO SOLUTION FOUND,,203.10,300,
10,10,2,14.0,OPTIMAL,5.946,6.12,300,
5,5,1,8.0,OPTIMAL,0.131,0.18,300,
